,date,utm_campaign,utm_source,utm_medium,user_count,session_count,hotel_id
773,2024-10-09,(organic),google,organic,71,77,hotel_1
774,2024-10-09,campaign_16,google,cpc,57,69,hotel_1
775,2024-10-09,(not set),google,cpc,38,41,hotel_1
776,2024-10-09,campaign_15,google,cpc,22,26,hotel_1
777,2024-10-09,hu_pmax_brand,google,cpc,20,20,hotel_1
778,2024-10-09,(referral),redir.d-edgeconnect.media,referral,14,14,hotel_1
779,2024-10-09,campaign_19,google,cpc,8,8,hotel_1
780,2024-10-09,campaign_14,facebook,cpc,8,8,hotel_1
781,2024-10-09,(not set),(not set),(not set),4,5,hotel_1
782,2024-10-09,(referral),source_1,referral,5,5,hotel_1
783,2024-10-09,campaign_20,google,cpc,5,5,hotel_1
784,2024-10-09,campaign_28,bing,cpc,5,5,hotel_1
785,2024-10-09,(referral),facebook,referral,4,4,hotel_1
786,2024-10-09,(referral),msn,referral,2,3,hotel_1
787,2024-10-09,campaign_17,google,cpc,2,3,hotel_1
788,2024-10-09,campaign_26,google,cpc,2,3,hotel_1
789,2024-10-09,hirlevel_c10,source_11,newsletter,3,3,hotel_1
790,2024-10-09,utm_campaign,google,cpc,2,3,hotel_1
791,2024-10-09,(organic),seznam,organic,2,2,hotel_1
792,2024-10-09,(referral),kereso.startlap.hu,referral,1,2,hotel_1
793,2024-10-09,(referral),instagram,referral,2,2,hotel_1
794,2024-10-09,(referral),facebook,referral,2,2,hotel_1
795,2024-10-09,(referral),google,referral,1,2,hotel_1
796,2024-10-09,campaign_30,google,cpc,2,2,hotel_1
797,2024-10-09,campaign_23,google,cpc,2,2,hotel_1
798,2024-10-09,campaign_18,facebook,cpc,2,2,hotel_1
799,2024-10-09,campaign_21,facebook,cpc,2,2,hotel_1
800,2024-10-09,(not set),(direct),(none),1,1,hotel_1
801,2024-10-09,(referral),instagram,referral,1,1,hotel_1
802,2024-10-09,(referral),facebook,referral,1,1,hotel_1
803,2024-10-09,(referral),magan.szepkartya.otpportalok.hu,referral,1,1,hotel_1
804,2024-10-09,AT,bing,cpc,1,1,hotel_1
805,2024-10-09,campaign_9,bing,cpc,1,1,hotel_1
806,2024-10-09,campaign_31,bing,cpc,1,1,hotel_1
807,2024-10-09,campaign_34,google,cpc,1,1,hotel_1
808,2024-10-09,campaign_29,bing,cpc,1,1,hotel_1
809,2024-10-09,hirlevel_c5,source_9,newsletter,1,1,hotel_1
810,2024-10-09,loyalty-email,loyalty,email,1,1,hotel_1
811,2024-10-09,proposal-by-phone,email,offline,1,1,hotel_1
812,2024-10-10,(direct),(direct),(none),114,138,hotel_1
813,2024-10-10,hu_brand,google,cpc,104,125,hotel_1
814,2024-10-10,(organic),google,organic,85,115,hotel_1
815,2024-10-10,campaign_16,google,cpc,69,88,hotel_1
816,2024-10-10,(not set),google,cpc,43,52,hotel_1
817,2024-10-10,hu_pmax_brand,google,cpc,43,44,hotel_1
818,2024-10-10,campaign_15,google,cpc,40,41,hotel_1
819,2024-10-10,(referral),redir.d-edgeconnect.media,referral,18,20,hotel_1
820,2024-10-10,campaign_14,facebook,cpc,18,18,hotel_1
821,2024-10-10,(organic),bing,organic,11,14,hotel_1
822,2024-10-10,campaign_19,google,cpc,10,11,hotel_1
823,2024-10-10,(referral),source_1,referral,7,10,hotel_1
824,2024-10-10,(organic),google,cpc,3,8,hotel_1
825,2024-10-10,(referral),instagram,referral,7,7,hotel_1
826,2024-10-10,(not set),(not set),(not set),5,6,hotel_1
827,2024-10-10,(referral),facebook,referral,4,6,hotel_1
828,2024-10-10,(referral),msn,referral,4,5,hotel_1
829,2024-10-10,campaign_23,google,cpc,5,5,hotel_1
830,2024-10-10,campaign_2,ajanlat,offline,4,5,hotel_1
831,2024-10-10,campaign_28,bing,cpc,4,4,hotel_1
832,2024-10-10,(referral),facebook,referral,3,3,hotel_1
833,2024-10-10,(referral),facebook,referral,3,3,hotel_1
834,2024-10-10,campaign_20,google,cpc,3,3,hotel_1
835,2024-10-10,campaign_29,bing,cpc,1,3,hotel_1
836,2024-10-10,campaign_21,facebook,cpc,3,3,hotel_1
837,2024-10-10,campaign_26,google,cpc,3,3,hotel_1
838,2024-10-10,proposal-by-phone,ajanlat,offline,3,3,hotel_1
839,2024-10-10,utm_campaign,google,cpc,3,3,hotel_1
840,2024-10-10,(referral),glamour.hu,referral,2,2,hotel_1
841,2024-10-10,campaign_31,bing,cpc,2,2,hotel_1
842,2024-10-10,campaign_17,google,cpc,2,2,hotel_1
843,2024-10-10,campaign_34,google,cpc,1,2,hotel_1
844,2024-10-10,campaign_18,facebook,cpc,2,2,hotel_1
845,2024-10-10,(not set),(direct),(none),1,1,hotel_1
846,2024-10-10,(organic),seznam,organic,1,1,hotel_1
847,2024-10-10,(referral),source_21,referral,1,1,hotel_1
848,2024-10-10,(referral),google,cpc,1,1,hotel_1
849,2024-10-10,(referral),m.hvg.hu,referral,1,1,hotel_1
850,2024-10-10,(referral),google,referral,1,1,hotel_1
851,2024-10-10,(referral),msn,referral,1,1,hotel_1
852,2024-10-10,(referral),statics.teams.cdn.office.net,referral,1,1,hotel_1
853,2024-10-10,campaign_30,google,cpc,1,1,hotel_1
854,2024-10-10,campaign_27,google,cpc,1,1,hotel_1
855,2024-10-10,hirlevel_c5,source_9,newsletter,1,1,hotel_1
856,2024-10-10,hirlevel_c10,source_11,newsletter,1,1,hotel_1
857,2024-10-10,loyalty-email,loyalty,email,1,1,hotel_1
858,2024-10-11,(direct),(direct),(none),86,100,hotel_1
859,2024-10-11,hu_brand,google,cpc,83,92,hotel_1
860,2024-10-11,campaign_16,google,cpc,58,69,hotel_1
861,2024-10-11,(organic),google,organic,65,67,hotel_1
862,2024-10-11,(not set),google,cpc,42,59,hotel_1
863,2024-10-11,campaign_15,google,cpc,41,41,hotel_1
864,2024-10-11,hu_pmax_brand,google,cpc,22,25,hotel_1
865,2024-10-11,(not set),(not set),(not set),15,15,hotel_1
866,2024-10-11,campaign_14,facebook,cpc,14,14,hotel_1
867,2024-10-11,(referral),redir.d-edgeconnect.media,referral,10,12,hotel_1
868,2024-10-11,campaign_19,google,cpc,7,10,hotel_1
869,2024-10-11,campaign_23,google,cpc,5,7,hotel_1
870,2024-10-11,(referral),glamour.hu,referral,5,6,hotel_1
871,2024-10-11,campaign_26,google,cpc,3,6,hotel_1
872,2024-10-11,(organic),bing,organic,5,5,hotel_1
873,2024-10-11,(referral),facebook,referral,5,5,hotel_1
874,2024-10-11,campaign_29,bing,cpc,5,5,hotel_1
875,2024-10-11,(referral),facebook,referral,3,4,hotel_1
876,2024-10-11,campaign_28,bing,cpc,4,4,hotel_1
877,2024-10-11,(organic),google,cpc,2,3,hotel_1
878,2024-10-11,(referral),source_1,referral,3,3,hotel_1
879,2024-10-11,campaign_31,bing,cpc,3,3,hotel_1
880,2024-10-11,campaign_20,google,cpc,3,3,hotel_1
881,2024-10-11,campaign_30,google,cpc,3,3,hotel_1
882,2024-10-11,campaign_17,google,cpc,3,3,hotel_1
883,2024-10-11,campaign_18,facebook,cpc,3,3,hotel_1
884,2024-10-11,campaign_21,facebook,cpc,3,3,hotel_1
885,2024-10-11,(not set),(direct),(none),1,2,hotel_1
886,2024-10-11,(referral),msn,referral,2,2,hotel_1
887,2024-10-11,(referral),outlook.live.com,referral,2,2,hotel_1
888,2024-10-11,proposal-by-phone,ajanlat,offline,2,2,hotel_1
889,2024-10-11,(organic),seznam,organic,1,1,hotel_1
890,2024-10-11,(organic),yahoo,organic,1,1,hotel_1
891,2024-10-11,(referral),(direct),(none),0,1,hotel_1
892,2024-10-11,(referral),google,referral,1,1,hotel_1
893,2024-10-11,(referral),email.seznam.cz,referral,1,1,hotel_1
894,2024-10-11,(referral),instagram,referral,1,1,hotel_1
895,2024-10-11,(referral),kapu.hu,referral,1,1,hotel_1
896,2024-10-11,(referral),instagram,referral,1,1,hotel_1
897,2024-10-11,(referral),facebook,referral,1,1,hotel_1
898,2024-10-11,(referral),msn,referral,1,1,hotel_1
899,2024-10-11,campaign_42,bing,cpc,1,1,hotel_1
900,2024-10-11,campaign_38,bing,cpc,1,1,hotel_1
901,2024-10-11,proposal-by-phone,email,offline,1,1,hotel_1
902,2024-10-12,(organic),google,organic,93,101,hotel_1
903,2024-10-12,hu_brand,google,cpc,90,101,hotel_1
904,2024-10-12,(direct),(direct),(none),79,86,hotel_1
905,2024-10-12,campaign_16,google,cpc,64,75,hotel_1
906,2024-10-12,campaign_15,google,cpc,56,63,hotel_1
907,2024-10-12,hu_pmax_brand,google,cpc,38,42,hotel_1
908,2024-10-12,(not set),google,cpc,25,25,hotel_1
909,2024-10-12,(not set),(not set),(not set),9,12,hotel_1
910,2024-10-12,campaign_14,facebook,cpc,12,12,hotel_1
911,2024-10-12,(referral),redir.d-edgeconnect.media,referral,11,11,hotel_1
912,2024-10-12,campaign_19,google,cpc,8,11,hotel_1
913,2024-10-12,(organic),google,cpc,4,7,hotel_1
914,2024-10-12,campaign_17,google,cpc,7,7,hotel_1
915,2024-10-12,campaign_23,google,cpc,4,5,hotel_1
916,2024-10-12,campaign_26,google,cpc,4,5,hotel_1
917,2024-10-12,(referral),facebook,referral,4,4,hotel_1
918,2024-10-12,(referral),facebook,referral,2,3,hotel_1
919,2024-10-12,campaign_28,bing,cpc,3,3,hotel_1
920,2024-10-12,campaign_2,ajanlat,offline,2,3,hotel_1
921,2024-10-12,(organic),bing,organic,2,2,hotel_1
922,2024-10-12,(referral),kereso.startlap.hu,referral,2,2,hotel_1
923,2024-10-12,campaign_20,google,cpc,2,2,hotel_1
924,2024-10-12,campaign_29,bing,cpc,2,2,hotel_1
925,2024-10-12,(referral),cdn.taboola.com,referral,1,1,hotel_1
926,2024-10-12,(referral),email.seznam.cz,referral,1,1,hotel_1
927,2024-10-12,(referral),glamour.hu,referral,1,1,hotel_1
928,2024-10-12,(referral),thermenhotels.at,referral,1,1,hotel_1
929,2024-10-12,campaign_31,bing,cpc,1,1,hotel_1
930,2024-10-12,campaign_30,google,cpc,1,1,hotel_1
931,2024-10-12,campaign_18,facebook,cpc,1,1,hotel_1
932,2024-10-12,campaign_21,facebook,cpc,1,1,hotel_1
933,2024-10-12,hirlevel_c6,source_16,newsletter,1,1,hotel_1
934,2024-10-12,proposal-by-phone,phone,offline,1,1,hotel_1
935,2024-10-12,utm_campaign,google,cpc,1,1,hotel_1
936,2024-10-13,(not set),(not set),(not set),158,171,hotel_1
937,2024-10-13,(direct),(direct),(none),113,131,hotel_1
938,2024-10-13,hu_brand,google,cpc,79,97,hotel_1
939,2024-10-13,(organic),google,organic,81,87,hotel_1
940,2024-10-13,campaign_16,google,cpc,60,73,hotel_1
941,2024-10-13,campaign_15,google,cpc,43,46,hotel_1
942,2024-10-13,(not set),google,cpc,31,36,hotel_1
943,2024-10-13,hu_pmax_brand,google,cpc,34,34,hotel_1
944,2024-10-13,campaign_14,facebook,cpc,17,18,hotel_1
945,2024-10-13,(referral),source_1,referral,8,10,hotel_1
946,2024-10-13,(referral),redir.d-edgeconnect.media,referral,8,8,hotel_1
947,2024-10-13,(organic),google,cpc,4,6,hotel_1
948,2024-10-13,(referral),facebook,referral,5,5,hotel_1
949,2024-10-13,campaign_19,google,cpc,4,4,hotel_1
950,2024-10-13,campaign_30,google,cpc,3,4,hotel_1
951,2024-10-13,campaign_18,facebook,cpc,4,4,hotel_1
952,2024-10-13,(not set),(direct),(none),2,3,hotel_1
953,2024-10-13,(organic),bing,organic,3,3,hotel_1
954,2024-10-13,(referral),email.seznam.cz,referral,2,3,hotel_1
955,2024-10-13,(referral),facebook,referral,3,3,hotel_1
956,2024-10-13,campaign_20,google,cpc,3,3,hotel_1
957,2024-10-13,campaign_27,google,cpc,2,3,hotel_1
958,2024-10-13,campaign_23,google,cpc,3,3,hotel_1
959,2024-10-13,campaign_26,google,cpc,2,3,hotel_1
960,2024-10-13,(referral),glamour.hu,referral,2,2,hotel_1
961,2024-10-13,campaign_31,bing,cpc,2,2,hotel_1
962,2024-10-13,campaign_17,google,cpc,2,2,hotel_1
963,2024-10-13,campaign_28,bing,cpc,2,2,hotel_1
964,2024-10-13,campaign_21,facebook,cpc,2,2,hotel_1
965,2024-10-13,campaign_2,ajanlat,offline,2,2,hotel_1
966,2024-10-13,(organic),yahoo,organic,1,1,hotel_1
967,2024-10-13,(referral),connexservice.com,referral,0,1,hotel_1
968,2024-10-13,(referral),instagram,referral,1,1,hotel_1
969,2024-10-13,(referral),facebook,referral,1,1,hotel_1
970,2024-10-13,(referral),thermenhotels.at,referral,1,1,hotel_1
971,2024-10-13,campaign_29,bing,cpc,1,1,hotel_1
972,2024-10-13,hirlevel_c5,source_9,newsletter,1,1,hotel_1
973,2024-10-13,proposal-by-phone,ajanlat,offline,1,1,hotel_1
974,2024-10-13,proposal-by-phone,phone,offline,1,1,hotel_1
975,2024-10-13,utm_campaign,google,cpc,1,1,hotel_1
976,2024-10-14,(direct),(direct),(none),49,59,hotel_1
977,2024-10-14,(not set),google,cpc,46,53,hotel_1
978,2024-10-14,hu_brand,google,cpc,45,50,hotel_1
979,2024-10-14,(organic),google,organic,41,41,hotel_1
980,2024-10-14,campaign_16,google,cpc,32,35,hotel_1
981,2024-10-14,campaign_14,facebook,cpc,20,20,hotel_1
982,2024-10-14,campaign_15,google,cpc,15,16,hotel_1
983,2024-10-14,(referral),redir.d-edgeconnect.media,referral,15,15,hotel_1
984,2024-10-14,campaign_19,google,cpc,9,9,hotel_1
985,2024-10-14,(referral),source_1,referral,7,7,hotel_1
986,2024-10-14,campaign_2,ajanlat,offline,2,6,hotel_1
987,2024-10-14,campaign_20,google,cpc,5,5,hotel_1
988,2024-10-14,hu_pmax_brand,google,cpc,5,5,hotel_1
989,2024-10-14,(referral),facebook,referral,3,3,hotel_1
990,2024-10-14,(referral),facebook,referral,3,3,hotel_1
991,2024-10-14,campaign_31,bing,cpc,2,3,hotel_1
992,2024-10-14,campaign_17,google,cpc,3,3,hotel_1
993,2024-10-14,campaign_18,facebook,cpc,3,3,hotel_1
994,2024-10-14,campaign_26,google,cpc,3,3,hotel_1
995,2024-10-14,proposal-by-phone,ajanlat,offline,1,3,hotel_1
996,2024-10-14,(not set),(not set),(not set),0,2,hotel_1
997,2024-10-14,(organic),google,cpc,2,2,hotel_1
998,2024-10-14,(referral),email.seznam.cz,referral,2,2,hotel_1
999,2024-10-14,(referral),msn,referral,2,2,hotel_1
1000,2024-10-14,campaign_28,bing,cpc,2,2,hotel_1
1001,2024-10-14,(organic),bing,organic,1,1,hotel_1
1002,2024-10-14,(referral),instagram,referral,1,1,hotel_1
1003,2024-10-14,(referral),prm.connexservice.com,referral,1,1,hotel_1
1004,2024-10-14,campaign_30,google,cpc,1,1,hotel_1
1005,2024-10-14,campaign_23,google,cpc,1,1,hotel_1
1006,2024-10-14,campaign_29,bing,cpc,1,1,hotel_1
1007,2024-10-14,campaign_51,google,cpc,1,1,hotel_1
1008,2024-10-14,campaign_21,facebook,cpc,1,1,hotel_1
1009,2024-10-14,hirlevel_c6,source_16,newsletter,0,1,hotel_1
1010,2024-10-14,hirlevel_c9,source_17,newsletter,1,1,hotel_1
1011,2024-10-14,loyalty-email,loyalty,email,1,1,hotel_1
1012,2024-10-14,utm_campaign,google,cpc,1,1,hotel_1
1013,2024-10-15,(direct),(direct),(none),58,62,hotel_1
1014,2024-10-15,hu_brand,google,cpc,39,45,hotel_1
1015,2024-10-15,campaign_15,google,cpc,36,39,hotel_1
1016,2024-10-15,(organic),google,organic,34,38,hotel_1
1017,2024-10-15,campaign_16,google,cpc,32,37,hotel_1
1018,2024-10-15,(not set),google,cpc,31,35,hotel_1
1019,2024-10-15,hu_pmax_brand,google,cpc,33,33,hotel_1
1020,2024-10-15,campaign_14,facebook,cpc,22,22,hotel_1
1021,2024-10-15,(referral),redir.d-edgeconnect.media,referral,18,19,hotel_1
1022,2024-10-15,(referral),facebook,referral,9,9,hotel_1
1023,2024-10-15,campaign_19,google,cpc,8,9,hotel_1
1024,2024-10-15,utm_campaign,google,cpc,5,6,hotel_1
1025,2024-10-15,(referral),msn,referral,3,5,hotel_1
1026,2024-10-15,campaign_17,google,cpc,5,5,hotel_1
1027,2024-10-15,campaign_28,bing,cpc,4,5,hotel_1
1028,2024-10-15,campaign_20,google,cpc,3,4,hotel_1
1029,2024-10-15,campaign_23,google,cpc,4,4,hotel_1
1030,2024-10-15,proposal-by-phone,ajanlat,offline,2,4,hotel_1
1031,2024-10-15,(not set),(not set),(not set),1,3,hotel_1
1032,2024-10-15,(referral),source_1,referral,3,3,hotel_1
1033,2024-10-15,campaign_2,ajanlat,offline,3,3,hotel_1
1034,2024-10-15,(referral),instagram,referral,2,2,hotel_1
1035,2024-10-15,campaign_31,bing,cpc,2,2,hotel_1
1036,2024-10-15,campaign_18,facebook,cpc,2,2,hotel_1
1037,2024-10-15,campaign_21,facebook,cpc,2,2,hotel_1
1038,2024-10-15,campaign_26,google,cpc,2,2,hotel_1
1039,2024-10-15,(organic),bing,organic,1,1,hotel_1
1040,2024-10-15,(organic),google,cpc,1,1,hotel_1
1041,2024-10-15,(referral),source_23,referral,1,1,hotel_1
1042,2024-10-15,(referral),facebook,referral,1,1,hotel_1
1043,2024-10-15,(referral),search.brave.com,referral,1,1,hotel_1
1044,2024-10-15,(referral),select.roadster.hu,referral,1,1,hotel_1
1045,2024-10-15,(referral),zadir.hu,referral,1,1,hotel_1
1046,2024-10-16,(organic),google,organic,39,45,hotel_1
1047,2024-10-16,hu_brand,google,cpc,37,40,hotel_1
1048,2024-10-16,(direct),(direct),(none),37,39,hotel_1
1049,2024-10-16,(not set),google,cpc,32,38,hotel_1
1050,2024-10-16,campaign_16,google,cpc,28,31,hotel_1
1051,2024-10-16,campaign_15,google,cpc,21,22,hotel_1
1052,2024-10-16,campaign_14,facebook,cpc,21,22,hotel_1
1053,2024-10-16,hu_pmax_brand,google,cpc,20,21,hotel_1
1054,2024-10-16,campaign_18,facebook,cpc,10,10,hotel_1
1055,2024-10-16,campaign_20,google,cpc,7,7,hotel_1
1056,2024-10-16,(referral),source_1,referral,6,6,hotel_1
1057,2024-10-16,(referral),redir.d-edgeconnect.media,referral,5,6,hotel_1
1058,2024-10-16,(referral),facebook,referral,5,5,hotel_1
1059,2024-10-16,campaign_17,google,cpc,4,5,hotel_1
1060,2024-10-16,(referral),msn,referral,1,4,hotel_1
1061,2024-10-16,campaign_28,bing,cpc,4,4,hotel_1
1062,2024-10-16,campaign_29,bing,cpc,3,4,hotel_1
1063,2024-10-16,campaign_2,ajanlat,offline,4,4,hotel_1
1064,2024-10-16,(referral),facebook,referral,3,3,hotel_1
1065,2024-10-16,campaign_31,bing,cpc,3,3,hotel_1
1066,2024-10-16,campaign_26,google,cpc,3,3,hotel_1
1067,2024-10-16,(organic),bing,organic,2,2,hotel_1
1068,2024-10-16,(organic),google,cpc,2,2,hotel_1
1069,2024-10-16,(organic),seznam,organic,2,2,hotel_1
1070,2024-10-16,(referral),email.seznam.cz,referral,1,2,hotel_1
1071,2024-10-16,campaign_19,google,cpc,2,2,hotel_1
1072,2024-10-16,proposal-by-phone,ajanlat,offline,1,2,hotel_1
1073,2024-10-16,(not set),(direct),(none),1,1,hotel_1
1074,2024-10-16,(not set),(not set),(not set),1,1,hotel_1
1075,2024-10-16,(referral),instagram,referral,1,1,hotel_1
1076,2024-10-16,(referral),source_12,referral,1,1,hotel_1
1077,2024-10-16,(referral),trc.taboola.com,referral,1,1,hotel_1
1078,2024-10-16,campaign_23,google,cpc,1,1,hotel_1
1079,2024-10-16,campaign_21,facebook,cpc,1,1,hotel_1
1080,2024-10-16,proposal-by-phone,email,offline,1,1,hotel_1
1081,2024-10-16,utm_campaign,google,cpc,1,1,hotel_1
1082,2024-10-17,campaign_16,google,cpc,38,50,hotel_1
1083,2024-10-17,(direct),(direct),(none),42,43,hotel_1
1084,2024-10-17,hu_brand,google,cpc,41,43,hotel_1
1085,2024-10-17,(organic),google,organic,35,40,hotel_1
1086,2024-10-17,(not set),google,cpc,25,29,hotel_1
1087,2024-10-17,campaign_15,google,cpc,22,23,hotel_1
1088,2024-10-17,campaign_14,facebook,cpc,20,21,hotel_1
1089,2024-10-17,hu_pmax_brand,google,cpc,16,19,hotel_1
1090,2024-10-17,campaign_18,facebook,cpc,12,13,hotel_1
1091,2024-10-17,(referral),facebook,referral,9,9,hotel_1
1092,2024-10-17,(referral),csodasmagyarorszag.hu,referral,5,6,hotel_1
1093,2024-10-17,(referral),facebook,referral,5,6,hotel_1
1094,2024-10-17,campaign_19,google,cpc,6,6,hotel_1
1095,2024-10-17,(not set),(not set),(not set),5,5,hotel_1
1096,2024-10-17,(referral),source_1,referral,4,5,hotel_1
1097,2024-10-17,campaign_2,ajanlat,offline,5,5,hotel_1
1098,2024-10-17,campaign_20,google,cpc,3,4,hotel_1
1099,2024-10-17,campaign_56,facebook,cpc,4,4,hotel_1
1100,2024-10-17,(referral),facebook,referral,3,3,hotel_1
1101,2024-10-17,(referral),redir.d-edgeconnect.media,referral,3,3,hotel_1
1102,2024-10-17,campaign_31,bing,cpc,3,3,hotel_1
1103,2024-10-17,campaign_17,google,cpc,3,3,hotel_1
1104,2024-10-17,(organic),bing,organic,2,2,hotel_1
1105,2024-10-17,(referral),email.seznam.cz,referral,2,2,hotel_1
1106,2024-10-17,(referral),instagram,referral,2,2,hotel_1
1107,2024-10-17,campaign_29,bing,cpc,2,2,hotel_1
1108,2024-10-17,(organic),seznam,organic,1,1,hotel_1
1109,2024-10-17,(referral),source_23,referral,1,1,hotel_1
1110,2024-10-17,(referral),vendeghazak.hu,referral,1,1,hotel_1
1111,2024-10-17,(referral),source_7,referral,1,1,hotel_1
1112,2024-10-17,campaign_28,bing,cpc,1,1,hotel_1
1113,2024-10-17,campaign_21,facebook,cpc,1,1,hotel_1
1114,2024-10-17,campaign_26,google,cpc,1,1,hotel_1
1115,2024-10-17,campaign_7,ajanlat,email,1,1,hotel_1
1116,2024-10-18,(direct),(direct),(none),39,43,hotel_1
1117,2024-10-18,(not set),google,cpc,35,43,hotel_1
1118,2024-10-18,(organic),google,organic,35,38,hotel_1
1119,2024-10-18,hu_brand,google,cpc,35,37,hotel_1
1120,2024-10-18,hu_pmax_brand,google,cpc,29,30,hotel_1
1121,2024-10-18,campaign_16,google,cpc,23,25,hotel_1
1122,2024-10-18,campaign_15,google,cpc,18,19,hotel_1
1123,2024-10-18,campaign_14,facebook,cpc,10,11,hotel_1
1124,2024-10-18,campaign_18,facebook,cpc,10,10,hotel_1
1125,2024-10-18,(organic),google,cpc,5,5,hotel_1
1126,2024-10-18,campaign_19,google,cpc,4,5,hotel_1
1127,2024-10-18,campaign_17,google,cpc,5,5,hotel_1
1128,2024-10-18,campaign_26,google,cpc,3,5,hotel_1
1129,2024-10-18,(not set),(not set),(not set),3,4,hotel_1
1130,2024-10-18,(referral),facebook,referral,4,4,hotel_1
1131,2024-10-18,campaign_20,google,cpc,2,3,hotel_1
1132,2024-10-18,campaign_2,ajanlat,offline,3,3,hotel_1
1133,2024-10-18,(organic),seznam,organic,2,2,hotel_1
1134,2024-10-18,(referral),source_1,referral,2,2,hotel_1
1135,2024-10-18,(referral),facebook,referral,2,2,hotel_1
1136,2024-10-18,(referral),redir.d-edgeconnect.media,referral,1,2,hotel_1
1137,2024-10-18,campaign_30,google,cpc,2,2,hotel_1
1138,2024-10-18,campaign_28,bing,cpc,2,2,hotel_1
1139,2024-10-18,campaign_29,bing,cpc,2,2,hotel_1
1140,2024-10-18,campaign_56,facebook,cpc,2,2,hotel_1
1141,2024-10-18,hirlevel_c3,source_9,newsletter,1,2,hotel_1
1142,2024-10-18,(referral),csodasmagyarorszag.hu,referral,1,1,hotel_1
1143,2024-10-18,(referral),email.seznam.cz,referral,1,1,hotel_1
1144,2024-10-18,(referral),instagram,referral,1,1,hotel_1
1145,2024-10-18,(referral),instagram,referral,1,1,hotel_1
1146,2024-10-18,(referral),msn,referral,1,1,hotel_1
1147,2024-10-18,(referral),vendeghazak.hu,referral,1,1,hotel_1
1148,2024-10-18,campaign_31,bing,cpc,1,1,hotel_1
1149,2024-10-18,campaign_57,facebook,cpc,1,1,hotel_1
1150,2024-10-18,proposal-by-phone,email,offline,1,1,hotel_1
1151,2024-10-18,proposal-by-phone,phone,offline,1,1,hotel_1
